index,profit,number of trade,Average Gain,SD,Maximum Gain in One Trade,Maximum Loss in One Trade
"(39, 193)",5790.298829,8,723.7873536,1538.835454,2372.84961,-2667.128906
"(39, 194)",5790.298829,8,723.7873536,1538.835454,2372.84961,-2667.128906
"(28, 150)",9408.072264,13,723.6978665,1142.34797,1768.320312,-2297.929688
"(55, 144)",7236.876953,10,723.6876953,1290.790629,2746.810547,-2134.990234
"(44, 135)",6512.619142,9,723.6243491,1445.614575,1867.029297,-2451.371093
"(45, 218)",6511.328123,9,723.4809026,1065.887483,2342.109375,-1445.759766
"(46, 109)",7234.169923,10,723.4169923,1477.988415,2003.40039,-2896.099609
"(58, 118)",6510.384767,9,723.3760852,1420.13718,2427.058594,-2455.970703
"(36, 214)",6509.90039,9,723.3222656,1405.271151,2427.390625,-2525.789062
"(38, 127)",7232.810547,10,723.2810547,1491.102957,1916.169921,-2984.048828
"(39, 125)",7232.810547,10,723.2810547,1491.102957,1916.169921,-2984.048828
"(27, 167)",7953.63672,11,723.0578836,1371.415919,1835.119141,-2717.40039
"(56, 204)",6506.990234,9,722.9989149,867.4996364,1799.658204,-995.189454
"(53, 129)",6506.863282,9,722.9848091,1348.681116,2263.798828,-2455.970703
"(53, 130)",6506.863282,9,722.9848091,1348.681116,2263.798828,-2455.970703
"(54, 127)",6506.863282,9,722.9848091,1348.681116,2263.798828,-2455.970703
"(55, 125)",6506.863282,9,722.9848091,1348.681116,2263.798828,-2455.970703
"(34, 131)",8675.697267,12,722.9747722,1257.495839,1768.320312,-2623.509766
"(34, 132)",8675.697267,12,722.9747722,1257.495839,1768.320312,-2623.509766
"(30, 182)",7227.367188,10,722.7367188,1329.970894,1764.06836,-2642.25
"(51, 206)",5780.626955,8,722.5783694,976.5405526,1939.81836,-1142.708984
"(49, 204)",5779.855469,8,722.4819336,988.1722145,2305.529297,-1043.919922
"(33, 231)",7947.283201,11,722.480291,1217.199636,2544.611328,-2308.058594
"(37, 162)",6502.318361,9,722.4798179,1334.427394,1705.25,-2473.519531
"(37, 163)",6502.318361,9,722.4798179,1334.427394,1705.25,-2473.519531
"(28, 224)",7947.158203,11,722.4689275,1227.49052,2598.070312,-2500.089843
"(24, 229)",8668.740234,12,722.3950195,1179.231609,2398.490234,-2308.460937
"(24, 230)",8667.599609,12,722.2999674,1179.229618,2398.490234,-2308.460937
"(38, 184)",7222.72461,10,722.272461,1255.116509,2426.308594,-2271.611328
"(54, 133)",6499.845704,9,722.2050782,1434.803586,2962.61914,-2436.669922
"(55, 130)",6499.845704,9,722.2050782,1434.803586,2962.61914,-2436.669922
"(55, 131)",6499.845704,9,722.2050782,1434.803586,2962.61914,-2436.669922
"(25, 169)",8666.144532,12,722.178711,1213.507267,1940.980468,-2356.861328
"(25, 170)",8666.144532,12,722.178711,1213.507267,1940.980468,-2356.861328
"(26, 165)",8666.144532,12,722.178711,1213.507267,1940.980468,-2356.861328
"(24, 225)",7943.279297,11,722.1162997,1152.759465,1940.980468,-2230.291015
"(24, 226)",7943.279297,11,722.1162997,1152.759465,1940.980468,-2230.291015
"(28, 157)",8661.357421,12,721.7797851,1188.8049,1768.320312,-2297.929688
"(36, 242)",8661.208983,12,721.7674153,1057.117475,2792.070312,-1481.5
"(53, 143)",6494.818359,9,721.6464843,1452.583331,2800.269531,-2501.46875
"(48, 111)",7216.322265,10,721.6322265,1537.298521,2003.40039,-2916.589844
"(49, 109)",7216.322265,10,721.6322265,1537.298521,2003.40039,-2916.589844
"(34, 133)",8658.937502,12,721.5781252,1254.636855,1768.320312,-2623.509766
"(55, 127)",6493.822266,9,721.5358073,1309.098492,2263.798828,-2255.791016
"(44, 116)",7215.259766,10,721.5259766,1531.09365,2003.40039,-3088.080078
"(45, 115)",7215.259766,10,721.5259766,1531.09365,2003.40039,-3088.080078
"(37, 165)",6493.328126,9,721.4809029,1293.097417,1705.25,-2473.519531
"(37, 132)",7214.521485,10,721.4521485,1492.341578,1916.169921,-2984.048828
"(54, 198)",6493.039063,9,721.4487848,764.4008996,1939.81836,-462.769532
"(35, 127)",8656.666017,12,721.3888347,1233.606111,1768.320312,-2535.560547
"(28, 186)",7213.148437,10,721.3148437,1417.970308,1822.519531,-2760.039063
"(28, 187)",7213.148437,10,721.3148437,1417.970308,1822.519531,-2760.039063
"(28, 188)",7213.148437,10,721.3148437,1417.970308,1822.519531,-2760.039063
"(59, 180)",5770.462891,8,721.3078614,953.2489452,2082.490235,-1043.919922
"(29, 188)",7212.507813,10,721.2507813,1258.49944,1822.519531,-2339.830078
"(45, 146)",6489.609375,9,721.0677083,1402.109545,1947.179688,-2636.849609
"(41, 212)",7209.609376,10,720.9609376,1209.94769,2656.888672,-1730.839843
"(41, 213)",7209.609376,10,720.9609376,1209.94769,2656.888672,-1730.839843
"(39, 190)",5767.337892,8,720.9172365,1537.724377,2372.84961,-2667.128906
"(39, 191)",5767.337892,8,720.9172365,1537.724377,2372.84961,-2667.128906
"(39, 192)",5767.337892,8,720.9172365,1537.724377,2372.84961,-2667.128906
"(30, 205)",7928.945314,11,720.8132104,1251.858212,2480.849609,-2410.351562
"(50, 106)",7207.18164,10,720.718164,1589.798297,2003.40039,-3088.080078
"(57, 136)",7204.767577,10,720.4767577,1427.373041,2962.61914,-2501.46875
"(29, 152)",9366.017577,13,720.4628905,1142.175914,1768.320312,-2297.929688
"(29, 153)",9366.017577,13,720.4628905,1142.175914,1768.320312,-2297.929688
"(50, 209)",5763.126955,8,720.3908694,979.1392191,1976.398438,-1142.708984
"(35, 166)",7203.349611,10,720.3349611,1276.658808,1727.488282,-2473.519531
"(55, 194)",6481.841796,9,720.204644,687.3930057,1549.939453,-462.769532
"(37, 230)",7922.078125,11,720.1889205,1158.590589,2674.849609,-1590.919922
"(45, 211)",7201.021483,10,720.1021483,1045.26261,2342.109375,-1492.759766
"(45, 212)",7201.021483,10,720.1021483,1045.26261,2342.109375,-1492.759766
"(33, 227)",7919.982421,11,719.9984019,1272.198791,2544.611328,-2525.789062
"(28, 199)",7919.908204,11,719.9916549,1154.822512,1899.25,-2171.099609
"(28, 200)",7919.908204,11,719.9916549,1154.822512,1899.25,-2171.099609
"(29, 185)",7199.718749,10,719.9718749,1379.880553,1822.519531,-2642.25
"(45, 219)",6479.197264,9,719.9108071,1070.400928,2342.109375,-1445.759766
"(45, 220)",6479.197264,9,719.9108071,1070.400928,2342.109375,-1445.759766
"(38, 227)",7917.697266,11,719.7906605,1162.123908,2674.849609,-1590.919922
"(38, 228)",7917.697266,11,719.7906605,1162.123908,2674.849609,-1590.919922
"(39, 219)",7917.09961,11,719.7363282,1186.126796,2674.849609,-1730.839843
"(28, 198)",7917.087892,11,719.7352629,1154.714784,1899.25,-2171.099609
"(38, 236)",8634.335936,12,719.5279947,1098.784781,2792.070312,-1481.5
"(34, 216)",5756.111328,8,719.513916,1604.163753,2427.390625,-2951.458984
"(34, 217)",5756.111328,8,719.513916,1604.163753,2427.390625,-2951.458984
"(34, 218)",5756.111328,8,719.513916,1604.163753,2427.390625,-2951.458984
"(52, 104)",7195.017579,10,719.5017579,1547.792458,1925.320312,-2916.589844
"(53, 102)",7195.017579,10,719.5017579,1547.792458,1925.320312,-2916.589844
"(54, 101)",7195.017579,10,719.5017579,1547.792458,1925.320312,-2916.589844
"(52, 164)",6475.480468,9,719.4978298,1295.46389,2840,-1907.830078
"(52, 165)",6475.480468,9,719.4978298,1295.46389,2840,-1907.830078
"(55, 132)",6474.328126,9,719.3697918,1499.205441,2962.61914,-2542.769531
"(55, 133)",6474.328126,9,719.3697918,1499.205441,2962.61914,-2542.769531
"(39, 222)",7193.675782,10,719.3675782,1261.369123,2674.849609,-1730.839843
"(51, 105)",7193.322265,10,719.3322265,1539.087559,2024.109375,-2916.589844
"(38, 174)",7192.958985,10,719.2958985,1209.950206,1937.449219,-2393.621093
"(34, 134)",8630.597658,12,719.2164715,1253.540281,1768.320312,-2623.509766
"(40, 201)",6472.298828,9,719.1443142,1362.123474,2656.888672,-2192.160156
"(27, 221)",8629.687499,12,719.1406249,1178.63566,2598.070312,-2410.351562
"(33, 229)",7910.261717,11,719.1147015,1239.065652,2544.611328,-2395.75
"(33, 230)",7910.261717,11,719.1147015,1239.065652,2544.611328,-2395.75
"(55, 184)",5752.369141,8,719.0461426,997.8715581,2081.169922,-1090.919922
"(24, 172)",9346.386719,13,718.9528245,1171.069238,1940.980468,-2356.861328
"(58, 114)",6470.443361,9,718.9381512,1463.11519,2427.058594,-2614.701171
"(24, 173)",9345.90625,13,718.9158654,1159.29113,1940.980468,-2356.861328
"(58, 142)",7188.207031,10,718.8207031,1277.280033,2909.160156,-1879.53125
"(51, 142)",6468.576173,9,718.7306859,1416.267468,2800.269531,-2240.349609
"(52, 140)",6468.576173,9,718.7306859,1416.267468,2800.269531,-2240.349609
"(32, 227)",7186.222657,10,718.6222657,1441.68501,2544.611328,-2951.458984
"(37, 129)",7185.902345,10,718.5902345,1488.070309,1916.169921,-2984.048828
"(39, 127)",7184.560547,10,718.4560547,1490.956772,1916.169921,-2984.048828
"(44, 130)",6464.820312,9,718.313368,1534.610337,1867.029297,-2561.169922
"(45, 128)",6464.820312,9,718.313368,1534.610337,1867.029297,-2561.169922
"(31, 179)",7182.207032,10,718.2207032,1334.578158,1764.06836,-2642.25
"(58, 133)",7181.167968,10,718.1167968,1447.09502,2962.61914,-2501.46875
"(24, 217)",7898.976563,11,718.0887785,1202.607932,1940.980468,-2399.021484
"(24, 218)",7898.976563,11,718.0887785,1202.607932,1940.980468,-2399.021484
"(29, 145)",9334.822265,13,718.0632512,1203.11101,1768.320312,-2623.509766
"(41, 143)",6462.359377,9,718.0399308,1349.871527,1779.798828,-2451.371093
"(50, 150)",6462.125001,9,718.013889,1411.626807,2800.269531,-2299.541015
"(41, 117)",7179.929689,10,717.9929689,1474.611424,1916.169921,-2896.099609
"(42, 115)",7179.929689,10,717.9929689,1474.611424,1916.169921,-2896.099609
"(57, 100)",6461.925782,9,717.9917536,1575.424916,1925.320312,-2798.800781
"(47, 170)",6461.462891,9,717.9403212,1368.54434,2515.521485,-2241.458984
"(47, 171)",6461.462891,9,717.9403212,1368.54434,2515.521485,-2241.458984
"(39, 178)",7896.515625,11,717.8650568,1161.991134,2079.558594,-2193.441406
"(41, 172)",6460.347657,9,717.8164063,1307.216378,2201.949219,-2193.441406
"(39, 209)",7177.207031,10,717.7207031,1264.043503,2656.888672,-2062.121094
"(52, 132)",6459.406251,9,717.7118057,1417.901302,2263.798828,-2636.849609
"(30, 149)",9329.437499,13,717.6490384,1140.479103,1768.320312,-2297.929688
"(55, 215)",6458.029298,9,717.5588109,973.6423598,1938.380859,-1298.910156
"(55, 216)",6458.029298,9,717.5588109,973.6423598,1938.380859,-1298.910156
"(42, 119)",7175.197267,10,717.5197267,1466.401327,1916.169921,-2896.099609
"(53, 186)",6456.640625,9,717.4045139,1047.020457,2081.169922,-1492.759766
"(36, 244)",7890.515623,11,717.3196021,1086.919103,2792.070312,-1434.5
"(36, 245)",7890.515623,11,717.3196021,1086.919103,2792.070312,-1434.5
"(40, 225)",7890.361327,11,717.3055752,1107.055014,2674.849609,-1481.5
"(54, 149)",7171.978515,10,717.1978515,1308.026135,2746.810547,-2213.160156
"(59, 129)",7171.880859,10,717.1880859,1439.206972,2962.61914,-2501.46875
"(50, 165)",6454.660156,9,717.1844618,1233.738865,2592.541016,-1907.830078
"(27, 244)",7888.353517,11,717.123047,1254.553172,2345.03125,-2690.339843
"(50, 168)",6453.589843,9,717.0655381,1271.267044,2840,-1907.830078
"(50, 169)",6453.589843,9,717.0655381,1271.267044,2840,-1907.830078
"(50, 170)",6453.589843,9,717.0655381,1271.267044,2840,-1907.830078
"(53, 111)",6453.25586,9,717.0284289,1593.655125,1887.738282,-2886.75
"(26, 153)",8604.306639,12,717.0255532,1268.346743,1940.980468,-2623.509766
"(31, 138)",9320.478517,13,716.9598859,1209.150352,1768.320312,-2623.509766
"(38, 185)",7169.406251,10,716.9406251,1266.696198,2372.84961,-2271.611328
"(40, 146)",6452.359376,9,716.9288196,1352.48148,1779.798828,-2461.371094
"(58, 131)",7168.740234,10,716.8740234,1430.47109,2962.61914,-2501.46875
"(59, 143)",7168.429687,10,716.8429687,1264.942434,2909.160156,-1879.53125
"(29, 146)",9318.941406,13,716.8416466,1202.997226,1768.320312,-2623.509766
"(50, 121)",6450.216796,9,716.6907551,1491.54019,1887.738282,-2392.439453
"(48, 175)",6449.751952,9,716.6391058,1254.660738,2762.980469,-1907.830078
"(49, 171)",6449.751952,9,716.6391058,1254.660738,2762.980469,-1907.830078
"(49, 172)",6449.751952,9,716.6391058,1254.660738,2762.980469,-1907.830078
"(49, 173)",6449.751952,9,716.6391058,1254.660738,2762.980469,-1907.830078
"(46, 110)",7165.890626,10,716.5890626,1530.239267,2003.40039,-3088.080078
"(47, 108)",7165.890626,10,716.5890626,1530.239267,2003.40039,-3088.080078
"(47, 109)",7165.890626,10,716.5890626,1530.239267,2003.40039,-3088.080078
"(48, 106)",7165.890626,10,716.5890626,1530.239267,2003.40039,-3088.080078
"(48, 107)",7165.890626,10,716.5890626,1530.239267,2003.40039,-3088.080078
"(49, 104)",7165.890626,10,716.5890626,1530.239267,2003.40039,-3088.080078
"(49, 105)",7165.890626,10,716.5890626,1530.239267,2003.40039,-3088.080078
"(52, 103)",7164.800781,10,716.4800781,1537.140095,2024.109375,-2916.589844
"(36, 125)",8596.857424,12,716.4047853,1225.03579,1622.941406,-2535.560547
"(36, 126)",8596.857424,12,716.4047853,1225.03579,1622.941406,-2535.560547
"(39, 221)",7162.376954,10,716.2376954,1261.003724,2674.849609,-1730.839843
"(29, 147)",9311.078126,13,716.2367789,1202.745327,1768.320312,-2623.509766
"(30, 148)",9309.61914,13,716.1245492,1124.512109,1768.320312,-2297.929688
"(49, 121)",6444.33789,9,716.0375433,1490.824633,1873.5,-2392.439453
"(49, 122)",6444.33789,9,716.0375433,1490.824633,1873.5,-2392.439453
"(46, 125)",6443.640625,9,715.9600694,1533.989801,1867.029297,-2561.169922
"(27, 245)",7875.283205,11,715.9348368,1255.556283,2345.03125,-2690.339843
"(53, 152)",7158.908203,10,715.8908203,1309.162116,2746.810547,-2213.160156
"(22, 173)",10021.42969,14,715.8164062,1126.247647,1940.980468,-2297.929688
"(22, 174)",10021.42969,14,715.8164062,1126.247647,1940.980468,-2297.929688
"(22, 175)",10021.42969,14,715.8164062,1126.247647,1940.980468,-2297.929688
"(22, 176)",10021.42969,14,715.8164062,1126.247647,1940.980468,-2297.929688
"(44, 110)",7157.507813,10,715.7507813,1570.246507,2003.40039,-2896.099609
"(46, 107)",7157.507813,10,715.7507813,1570.246507,2003.40039,-2896.099609
"(27, 227)",7873.039063,11,715.7308239,1184.491365,2398.490234,-2500.089843
"(27, 228)",7873.039063,11,715.7308239,1184.491365,2398.490234,-2500.089843
"(27, 229)",7873.039063,11,715.7308239,1184.491365,2398.490234,-2500.089843
"(27, 230)",7873.039063,11,715.7308239,1184.491365,2398.490234,-2500.089843
"(26, 227)",7872.138671,11,715.6489701,1214.644698,2398.490234,-2410.351562
"(40, 228)",7156.46289,10,715.646289,1083.2278,2360.070312,-1481.5
"(50, 201)",5724.806641,8,715.6008301,983.8075352,2305.529297,-1043.919922
"(38, 126)",7155.941407,10,715.5941407,1487.96774,1916.169921,-2984.048828
"(39, 124)",7155.941407,10,715.5941407,1487.96774,1916.169921,-2984.048828
"(58, 181)",5723.462891,8,715.4328614,964.1921942,2082.490235,-1090.919922
"(58, 182)",5723.462891,8,715.4328614,964.1921942,2082.490235,-1090.919922
"(59, 177)",5723.462891,8,715.4328614,964.1921942,2082.490235,-1090.919922
"(59, 178)",5723.462891,8,715.4328614,964.1921942,2082.490235,-1090.919922
"(59, 179)",5723.462891,8,715.4328614,964.1921942,2082.490235,-1090.919922
"(38, 120)",8584.126954,12,715.3439128,1308.244775,1622.941406,-2535.560547
"(39, 117)",8584.126954,12,715.3439128,1308.244775,1622.941406,-2535.560547
"(56, 180)",6438.011719,9,715.3346354,1007.730479,2448.201172,-1090.919922
"(41, 227)",6437.980468,9,715.3311631,1131.095549,2360.070312,-1434.5
"(35, 136)",7152.591797,10,715.2591797,1481.12106,1697.070312,-2984.048828
"(36, 132)",7152.591797,10,715.2591797,1481.12106,1697.070312,-2984.048828
"(36, 133)",7152.591797,10,715.2591797,1481.12106,1697.070312,-2984.048828
"(36, 134)",7152.591797,10,715.2591797,1481.12106,1697.070312,-2984.048828
"(51, 148)",6435.626953,9,715.0696614,1467.221894,2800.269531,-2560.660156
"(52, 145)",6435.626953,9,715.0696614,1467.221894,2800.269531,-2560.660156
"(52, 146)",6435.626953,9,715.0696614,1467.221894,2800.269531,-2560.660156
"(36, 246)",7865.585935,11,715.0532668,1087.826691,2792.070312,-1434.5
"(45, 207)",7150.419923,10,715.0419923,1083.691527,2342.109375,-1481.5
"(38, 218)",7150.248046,10,715.0248046,1281.124363,2674.849609,-1974.429688
"(32, 175)",7149.148438,10,714.9148438,1332.29009,1764.06836,-2642.25
"(50, 149)",6433.603517,9,714.8448352,1409.996311,2800.269531,-2299.541015
"(28, 220)",7862.679686,11,714.7890624,1225.776057,2598.070312,-2471.791015
"(24, 231)",8576.099609,12,714.6749674,1180.925576,2398.490234,-2410.351562
"(51, 125)",6431.57422,9,714.6193578,1475.470093,2263.798828,-2553.261718
"(51, 126)",6431.57422,9,714.6193578,1475.470093,2263.798828,-2553.261718
"(52, 124)",6431.57422,9,714.6193578,1475.470093,2263.798828,-2553.261718
"(54, 120)",6431.57422,9,714.6193578,1475.470093,2263.798828,-2553.261718
"(39, 116)",8575.03711,12,714.5864258,1308.026059,1622.941406,-2535.560547
"(24, 158)",8572.566404,12,714.3805337,1438.49264,1940.980468,-3260.388672
"(58, 117)",6428.763674,9,714.3070749,1456.477423,2427.058594,-2614.701171
"(44, 111)",7141.718751,10,714.1718751,1569.661727,2003.40039,-2896.099609
"(45, 109)",7141.718751,10,714.1718751,1569.661727,2003.40039,-2896.099609
"(50, 126)",6427.423829,9,714.1582032,1411.101293,1887.738282,-2553.261718
"(51, 123)",6427.423829,9,714.1582032,1411.101293,1887.738282,-2553.261718
"(28, 146)",9282.085936,13,714.0066105,1217.434872,1940.980468,-2623.509766
"(28, 151)",9281.998047,13,713.9998498,1138.003086,1768.320312,-2297.929688
"(28, 152)",9281.998047,13,713.9998498,1138.003086,1768.320312,-2297.929688
"(31, 243)",7853.892577,11,713.9902343,1084.203004,2345.03125,-1944.929687
"(38, 213)",7139.417968,10,713.9417968,1269.380695,2674.849609,-2062.121094
"(28, 153)",9280.816407,13,713.9089544,1137.948363,1768.320312,-2297.929688
"(56, 122)",6424.234376,9,713.8038196,1395.536866,2263.798828,-2455.970703
"(57, 120)",6424.234376,9,713.8038196,1395.536866,2263.798828,-2455.970703
"(49, 168)",6423.361328,9,713.7068142,1233.317118,2592.541016,-1907.830078
"(50, 164)",6423.361328,9,713.7068142,1233.317118,2592.541016,-1907.830078
"(39, 215)",7136.01953,10,713.601953,1270.147766,2674.849609,-1974.429688
"(24, 219)",7849.31836,11,713.5743964,1168.150821,1940.980468,-2230.291015
"(25, 217)",7849.31836,11,713.5743964,1168.150821,1940.980468,-2230.291015
"(25, 218)",7849.31836,11,713.5743964,1168.150821,1940.980468,-2230.291015
"(58, 145)",7134.90039,10,713.490039,1266.803818,2909.160156,-1879.53125
"(35, 167)",7134.458986,10,713.4458986,1274.017813,1727.488282,-2473.519531
"(35, 168)",7134.458986,10,713.4458986,1274.017813,1727.488282,-2473.519531
"(35, 169)",7134.458986,10,713.4458986,1274.017813,1727.488282,-2473.519531
"(37, 161)",6420.009767,9,713.3344186,1327.926927,1632.208985,-2473.519531
"(56, 117)",6419.853517,9,713.3170574,1434.824302,2263.798828,-2553.261718
"(41, 195)",6419.53711,9,713.2819011,1358.117061,2620.308594,-2192.160156
"(34, 175)",7131.667971,10,713.1667971,1208.295109,1727.488282,-2171.099609
"(51, 160)",7131.402343,10,713.1402343,1205.538449,2592.541016,-1879.53125
"(49, 115)",6416.90039,9,712.9889322,1653.162675,1873.5,-3004.539063
"(40, 115)",8555.78711,12,712.9822592,1307.153383,1622.941406,-2535.560547
"(43, 119)",7127.310547,10,712.7310547,1553.046778,2003.40039,-3176.029297
"(44, 117)",7127.310547,10,712.7310547,1553.046778,2003.40039,-3176.029297
"(26, 216)",7839.828125,11,712.7116477,1208.98233,2398.490234,-2230.291015
"(58, 149)",6414.289063,9,712.6987848,1355.941825,2994.269531,-2027.36914
"(56, 118)",6414.164064,9,712.684896,1447.939819,2263.798828,-2614.701171
"(56, 119)",6414.164064,9,712.684896,1447.939819,2263.798828,-2614.701171
"(56, 120)",6414.164064,9,712.684896,1447.939819,2263.798828,-2614.701171
"(57, 116)",6414.164064,9,712.684896,1447.939819,2263.798828,-2614.701171
"(57, 117)",6414.164064,9,712.684896,1447.939819,2263.798828,-2614.701171
"(57, 118)",6414.164064,9,712.684896,1447.939819,2263.798828,-2614.701171
"(58, 150)",6413.898438,9,712.655382,1355.9385,2994.269531,-2027.36914
"(27, 166)",7838.63672,11,712.6033382,1363.313027,1768.320312,-2717.40039
"(30, 229)",7125.953125,10,712.5953125,1266.813526,2544.611328,-2406.009765
"(26, 208)",7838.03711,11,712.5488282,1146.873749,1899.25,-2230.291015
"(21, 234)",8549.451171,12,712.4542642,1132.643769,1940.980468,-2399.021484
"(23, 227)",8549.208984,12,712.434082,1092.10266,1940.980468,-2230.291015
"(47, 125)",6411.109374,9,712.345486,1538.884707,1873.5,-2561.169922
"(50, 127)",6410.865235,9,712.3183594,1473.673521,2263.798828,-2553.261718
"(50, 128)",6410.865235,9,712.3183594,1473.673521,2263.798828,-2553.261718
"(37, 171)",7833.728517,11,712.1571379,1159.697833,1994.708984,-2272.990234
"(38, 211)",7121.457031,10,712.1457031,1266.614556,2656.888672,-2062.121094
"(38, 212)",7121.457031,10,712.1457031,1266.614556,2656.888672,-2062.121094
"(38, 201)",6409.310547,9,712.1456163,1372.011959,2409.429688,-2241.458984
"(38, 202)",6409.310547,9,712.1456163,1372.011959,2409.429688,-2241.458984
"(29, 184)",7121.11914,10,712.111914,1389.708049,1822.519531,-2642.25
"(25, 207)",7832.968749,11,712.0880681,1187.323482,1940.980468,-2339.830078
"(25, 208)",7832.968749,11,712.0880681,1187.323482,1940.980468,-2339.830078
"(25, 209)",7832.968749,11,712.0880681,1187.323482,1940.980468,-2339.830078
"(53, 160)",6408.439453,9,712.0488281,1292.584365,2840,-1907.830078
"(53, 161)",6408.439453,9,712.0488281,1292.584365,2840,-1907.830078
"(53, 162)",6408.439453,9,712.0488281,1292.584365,2840,-1907.830078
"(38, 216)",7119.449218,10,711.9449218,1277.326211,2674.849609,-1974.429688
"(52, 161)",6406.539062,9,711.8376736,1285.922283,2840,-1907.830078
"(52, 162)",6406.539062,9,711.8376736,1285.922283,2840,-1907.830078
"(52, 163)",6406.539062,9,711.8376736,1285.922283,2840,-1907.830078
"(53, 189)",5694.269532,8,711.7836915,977.1946026,2081.169922,-1090.919922
"(54, 188)",5694.269532,8,711.7836915,977.1946026,2081.169922,-1090.919922
"(44, 131)",6405.888672,9,711.765408,1548.650943,1867.029297,-2620.101562
"(44, 132)",6405.888672,9,711.765408,1548.650943,1867.029297,-2620.101562
"(44, 133)",6405.888672,9,711.765408,1548.650943,1867.029297,-2620.101562
"(45, 129)",6405.888672,9,711.765408,1548.650943,1867.029297,-2620.101562
"(45, 130)",6405.888672,9,711.765408,1548.650943,1867.029297,-2620.101562
"(44, 210)",7116.660157,10,711.6660157,1093.254312,2342.109375,-1481.5
"(44, 128)",6402.28125,9,711.3645833,1564.969015,1867.029297,-2561.169922
"(53, 112)",6401.785157,9,711.3094619,1466.73566,1887.738282,-2392.439453
"(53, 113)",6401.785157,9,711.3094619,1466.73566,1887.738282,-2392.439453
"(54, 110)",6401.785157,9,711.3094619,1466.73566,1887.738282,-2392.439453
"(54, 111)",6401.785157,9,711.3094619,1466.73566,1887.738282,-2392.439453
"(55, 109)",6401.785157,9,711.3094619,1466.73566,1887.738282,-2392.439453
"(23, 160)",9246.445311,13,711.2650239,1382.187313,1940.980468,-3260.388672
"(37, 213)",7112.279296,10,711.2279296,1299.456812,2674.849609,-2192.160156
"(56, 136)",7111.968749,10,711.1968749,1439.477975,2962.61914,-2501.46875
"(58, 141)",7111.917968,10,711.1917968,1267.243929,2909.160156,-1801.361328
"(29, 196)",7110.91797,10,711.091797,1219.882757,1822.519531,-2171.099609
"(29, 197)",7110.857423,10,711.0857423,1219.883468,1822.519531,-2171.099609
"(30, 193)",7110.857423,10,711.0857423,1219.883468,1822.519531,-2171.099609
"(26, 195)",7821.320312,11,711.0291193,1353.002318,1899.25,-2760.039063
"(26, 196)",7821.320312,11,711.0291193,1353.002318,1899.25,-2760.039063
"(32, 178)",7110.158204,10,711.0158204,1294.204816,1764.06836,-2473.519531
"(53, 128)",6398.773438,9,710.9748264,1380.240103,2263.798828,-2455.970703
"(54, 126)",6398.773438,9,710.9748264,1380.240103,2263.798828,-2455.970703
"(28, 161)",7820.675783,11,710.9705257,1362.56132,1768.320312,-2717.40039
"(28, 162)",7820.675783,11,710.9705257,1362.56132,1768.320312,-2717.40039
"(48, 140)",6397.779297,9,710.8643663,1411.023714,2101.449219,-2636.849609
"(26, 228)",7818.347656,11,710.7588778,1188.065152,2398.490234,-2410.351562
"(26, 229)",7818.347656,11,710.7588778,1188.065152,2398.490234,-2410.351562
"(38, 160)",6395.839845,9,710.6488717,1326.759332,1705.25,-2473.519531
"(38, 161)",6395.839845,9,710.6488717,1326.759332,1705.25,-2473.519531
"(40, 226)",7816.781249,11,710.6164772,1114.191089,2674.849609,-1481.5
"(30, 140)",9236.933593,13,710.5333533,1218.510345,1768.320312,-2623.509766
"(51, 139)",6393.896485,9,710.4329428,1401.805068,2800.269531,-2436.669922
"(27, 150)",9235.433593,13,710.4179687,1220.658754,1940.980468,-2623.509766
"(27, 151)",9235.433593,13,710.4179687,1220.658754,1940.980468,-2623.509766
"(28, 147)",9235.433593,13,710.4179687,1220.658754,1940.980468,-2623.509766
"(28, 148)",9235.433593,13,710.4179687,1220.658754,1940.980468,-2623.509766
"(55, 158)",6393.580078,9,710.3977864,1353.834266,2994.269531,-2027.36914
"(56, 155)",6393.580078,9,710.3977864,1353.834266,2994.269531,-2027.36914
"(57, 152)",6393.580078,9,710.3977864,1353.834266,2994.269531,-2027.36914
"(57, 153)",6393.580078,9,710.3977864,1353.834266,2994.269531,-2027.36914
"(45, 180)",6393.470704,9,710.3856338,1212.99583,2148.490235,-1907.830078
"(31, 177)",7103.66797,10,710.366797,1343.129663,1764.06836,-2642.25
"(31, 178)",7103.66797,10,710.366797,1343.129663,1764.06836,-2642.25
"(30, 230)",7103.373047,10,710.3373047,1266.728977,2544.611328,-2406.009765
"(55, 142)",7102.90625,10,710.290625,1412.695036,2909.160156,-2560.660156
"(27, 195)",7812.328126,11,710.2116478,1245.443289,1899.25,-2339.830078
"(50, 202)",5681.427735,8,710.1784669,986.3146045,2305.529297,-1043.919922
"(50, 203)",5681.427735,8,710.1784669,986.3146045,2305.529297,-1043.919922
"(50, 204)",5681.427735,8,710.1784669,986.3146045,2305.529297,-1043.919922
"(50, 205)",5681.427735,8,710.1784669,986.3146045,2305.529297,-1043.919922
"(37, 166)",6391.437501,9,710.1597223,1321.161851,1705.25,-2575.410156
"(38, 164)",6391.437501,9,710.1597223,1321.161851,1705.25,-2575.410156
"(29, 192)",7101.308595,10,710.1308595,1223.032823,1822.519531,-2171.099609
"(29, 193)",7101.308595,10,710.1308595,1223.032823,1822.519531,-2171.099609
"(29, 194)",7101.308595,10,710.1308595,1223.032823,1822.519531,-2171.099609
