index,profit,number of trade,Average Gain,SD,Maximum Gain in One Trade,Maximum Loss in One Trade
"(36, 112)",7392.11328,14,528.0080914,1422.188681,1768.320312,-3623.06836
"(36, 113)",7392.11328,14,528.0080914,1422.188681,1768.320312,-3623.06836
"(21, 206)",5807.945311,11,527.9950283,1343.705086,1940.980468,-2931.529297
"(27, 112)",10029.0332,19,527.8438528,1335.386708,1861.570312,-4004.25
"(22, 149)",7917.251955,15,527.816797,1372.485181,1487.53125,-3805.970703
"(16, 192)",7915.812501,15,527.7208334,1120.944253,1309.220703,-2934.808594
"(19, 120)",9492.769532,18,527.3760851,1176.566138,1309.220703,-3187.900391
"(17, 204)",7909.980469,15,527.3320313,1045.451771,1492.65039,-2356.861328
"(11, 221)",8964.601563,17,527.3295037,926.4069534,1309.220703,-2297.929688
"(23, 145)",7909.289064,15,527.2859376,1386.422928,1861.570312,-3805.970703
"(19, 109)",10545.41992,20,527.2709962,1100.816073,1432.148438,-3119.769531
"(19, 110)",10545.41992,20,527.2709962,1100.816073,1432.148438,-3119.769531
"(15, 227)",7908.900392,15,527.2600261,1063.886272,1309.220703,-2558.669922
"(25, 141)",6852.970704,13,527.1515926,1511.539612,1940.980468,-3694.541015
"(18, 208)",6851.652343,13,527.0501802,1171.610577,1489.46875,-2558.669922
"(17, 134)",8958.632813,17,526.9784008,1260.671301,1309.220703,-3352.720703
"(16, 160)",8430.671875,16,526.9169922,1283.864277,1309.220703,-3449.720703
"(21, 205)",6322.064452,12,526.8387043,1286.50539,1940.980468,-2931.529297
"(24, 141)",7375.279298,14,526.8056641,1449.755276,1940.980468,-3805.970703
"(21, 132)",8953.09961,17,526.6529182,1310.458843,1498.791015,-3562.56836
"(19, 137)",8425.001954,16,526.5626221,1312.205924,1498.791015,-3527.179688
"(18, 136)",8424.542969,16,526.5339356,1259.305421,1309.220703,-3120.5
"(36, 150)",5264.990235,10,526.4990235,1432.947862,1632.208985,-2737.890625
"(26, 111)",10529.16406,20,526.4582032,1265.374506,1861.570312,-3730.488281
"(34, 149)",5264.457034,10,526.4457034,1489.338073,1622.941406,-2909.380859
"(34, 150)",5264.457034,10,526.4457034,1489.338073,1622.941406,-2909.380859
"(17, 162)",8421.761719,16,526.3601074,1249.303652,1343.871093,-3485.109375
"(23, 197)",5789.802732,11,526.3457029,1341.973272,1940.980468,-2931.529297
"(47, 185)",4736.480469,9,526.2756077,1283.322038,2395.949219,-2311.699218
"(47, 192)",5788.689453,11,526.2444957,1086.974855,2230.429687,-1984.548828
"(19, 209)",7367.121093,14,526.2229352,1150.501145,1566.941406,-2558.669922
"(25, 105)",8944.386721,17,526.1403954,1253.415408,1487.53125,-3329.560547
"(18, 206)",7365.830077,14,526.1307198,1067.772197,1489.46875,-2198.13086
"(25, 129)",8416.996094,16,526.0622559,1364.299309,1861.570312,-3589.759766
"(49, 192)",6310.517579,12,525.8764649,877.4747618,1816.669922,-1621.419921
"(18, 115)",9465.708985,18,525.8727214,1153.568035,1432.148438,-3119.769531
"(18, 147)",8411.832033,16,525.7395021,1291.13376,1428.330078,-3527.179688
"(18, 148)",8411.832033,16,525.7395021,1291.13376,1428.330078,-3527.179688
"(42, 103)",7357.558594,14,525.5398996,1354.529865,1622.941406,-3317.699219
"(25, 114)",9984.14844,19,525.4814968,1326.861431,1487.53125,-4004.25
"(21, 152)",7880.972657,15,525.3981771,1303.778007,1487.53125,-3512.300781
"(19, 170)",7351.72461,14,525.1231864,1369.501481,1487.53125,-3782.490234
"(20, 132)",8924.261718,17,524.9565716,1311.908721,1498.791015,-3594.980469
"(22, 154)",7347.451174,14,524.817941,1416.42014,1487.53125,-3694.541015
"(21, 131)",8920.687501,17,524.7463236,1316.416923,1498.791015,-3594.980469
"(20, 160)",7346.275391,14,524.7339565,1440.171243,1487.53125,-3805.970703
"(34, 115)",7346.033202,14,524.7166573,1428.241673,1768.320312,-3651.669922
"(35, 113)",7346.033202,14,524.7166573,1428.241673,1768.320312,-3651.669922
"(41, 182)",5245.669922,10,524.5669922,1305.782077,1883.990235,-2638.830078
"(23, 143)",8392.24805,16,524.5155031,1298.835956,1861.570312,-3512.300781
"(20, 155)",7864.613282,15,524.3075521,1298.380136,1487.53125,-3512.300781
"(14, 235)",7863.46094,15,524.2307293,1080.317234,1309.220703,-2558.669922
"(19, 147)",8386.492191,16,524.1557619,1306.039276,1487.53125,-3562.56836
"(32, 118)",7338.119141,14,524.1513672,1410.651103,1768.320312,-3651.669922
"(18, 140)",8385.455079,16,524.0909424,1205.204439,1309.220703,-3052.699219
"(26, 116)",8909.326172,17,524.0780101,1331.19304,1861.570312,-3630.369141
"(47, 193)",5763.958985,11,523.9962714,1084.664866,2188.708984,-1984.548828
"(20, 161)",7335.195312,14,523.9425223,1461.358711,1487.53125,-3893.919922
"(20, 162)",7335.195312,14,523.9425223,1461.358711,1487.53125,-3893.919922
"(17, 208)",7858.923828,15,523.9282552,1009.836911,1487.53125,-2356.861328
"(18, 210)",6808.621093,13,523.7400841,1172.13882,1489.46875,-2558.669922
"(19, 130)",9426.404295,18,523.6891275,1278.319248,1498.791015,-3494.380859
"(47, 188)",5236.716798,10,523.6716798,1152.589972,2131.449219,-2181.660156
"(47, 189)",5236.716798,10,523.6716798,1152.589972,2131.449219,-2181.660156
"(15, 231)",7854.558595,15,523.6372397,1064.263144,1309.220703,-2558.669922
"(17, 163)",7854.001953,15,523.6001302,1290.228033,1343.871093,-3485.109375
"(11, 217)",8899.962891,17,523.5272289,900.1585647,1309.220703,-2297.929688
"(11, 218)",8899.962891,17,523.5272289,900.1585647,1309.220703,-2297.929688
"(32, 110)",8375.519531,16,523.4699707,1413.215376,1768.320312,-3951.230469
"(19, 129)",9421.812498,18,523.4340277,1278.895605,1498.791015,-3494.380859
"(42, 181)",5234.212891,10,523.4212891,1307.179195,1883.990235,-2667.128906
"(18, 158)",8374.472657,16,523.4045411,1193.612739,1487.53125,-3241.740234
"(15, 241)",8373.382814,16,523.3364259,1064.298907,1309.220703,-2931.529297
"(20, 131)",8891.68164,17,523.0400965,1311.273673,1498.791015,-3594.980469
"(26, 115)",9414.595703,18,523.0330946,1395.294716,1861.570312,-4157.679688
"(46, 201)",5751.017579,11,522.8197799,1022.365906,2305.529297,-1621.419921
"(18, 213)",6790.992187,13,522.3840144,1167.110861,1489.46875,-2558.669922
"(18, 214)",6790.992187,13,522.3840144,1167.110861,1489.46875,-2558.669922
"(18, 215)",6790.992187,13,522.3840144,1167.110861,1489.46875,-2558.669922
"(26, 103)",8880.08594,17,522.3579965,1247.538469,1487.53125,-3329.560547
"(17, 164)",7834.46289,15,522.297526,1232.069572,1343.871093,-3241.740234
"(20, 231)",6789.291014,13,522.2531549,1088.282784,1940.980468,-2457.619141
"(18, 207)",6787.691406,13,522.1301082,1180.409567,1489.46875,-2558.669922
"(13, 219)",8351.208986,16,521.9505616,978.8850727,1309.220703,-2356.861328
"(13, 220)",8351.208986,16,521.9505616,978.8850727,1309.220703,-2356.861328
"(11, 216)",8872.871095,17,521.9335938,900.3063371,1309.220703,-2297.929688
"(17, 247)",7306.8125,14,521.9151786,1017.707231,1487.53125,-2457.619141
"(17, 248)",7306.8125,14,521.9151786,1017.707231,1487.53125,-2457.619141
"(13, 235)",7828.339845,15,521.889323,1081.56695,1309.220703,-2558.669922
"(16, 198)",7828.164062,15,521.8776041,993.1088316,1350.121094,-2297.929688
"(16, 199)",7828.164062,15,521.8776041,993.1088316,1350.121094,-2297.929688
"(30, 104)",9392.865236,18,521.8258464,1394.886719,1940.980468,-3760.880859
"(21, 191)",7305.279296,14,521.805664,1184.32183,1940.980468,-2717.40039
"(33, 116)",7305.228516,14,521.8020369,1409.997405,1768.320312,-3651.669922
"(16, 137)",8868.94336,17,521.7025506,1258.720668,1309.220703,-3352.720703
"(16, 138)",8868.94336,17,521.7025506,1258.720668,1309.220703,-3352.720703
"(35, 118)",6781.722655,13,521.6709735,1404.24,1768.320312,-3249.898438
"(11, 222)",8868.041016,17,521.6494715,931.5336792,1309.220703,-2297.929688
"(13, 224)",8862.818362,17,521.3422566,973.8534524,1309.220703,-2356.861328
"(18, 131)",9383.085937,18,521.2825521,1222.580183,1377.451171,-3220.61914
"(43, 103)",7296.46875,14,521.1763393,1249.101155,1622.941406,-2613.019532
"(13, 211)",8338.082033,16,521.1301271,949.8426731,1309.220703,-2297.929688
"(14, 240)",7814.92969,15,520.9953127,1073.012359,1309.220703,-2558.669922
"(11, 220)",8853.171875,17,520.7748162,926.5168739,1309.220703,-2297.929688
"(50, 183)",4686.966797,9,520.7740886,1244.622518,2395.949219,-1984.548828
"(30, 125)",7811.392577,15,520.7595051,1392.145478,1768.320312,-3651.669922
"(19, 239)",7290.01367,14,520.7152621,1008.411956,1566.941406,-2457.619141
"(16, 163)",7809.691407,15,520.6460938,1320.648924,1343.871093,-3449.720703
"(36, 151)",5205.609376,10,520.5609376,1411.529494,1632.208985,-2737.890625
"(21, 128)",8849.488282,17,520.5581342,1323.449246,1498.791015,-3594.980469
"(34, 122)",6766.541016,13,520.5031551,1403.369286,1768.320312,-3172.439453
"(35, 155)",5205.029297,10,520.5029297,1357.086632,1632.208985,-2579.160157
"(20, 153)",7806.640627,15,520.4427085,1237.718422,1487.53125,-3241.740234
"(19, 166)",7286.175781,14,520.4411272,1397.452765,1487.53125,-3893.919922
"(19, 167)",7286.175781,14,520.4411272,1397.452765,1487.53125,-3893.919922
"(19, 168)",7286.175781,14,520.4411272,1397.452765,1487.53125,-3893.919922
"(21, 195)",6765.439453,13,520.4184195,1197.198031,1940.980468,-2558.669922
"(14, 216)",8323.820314,16,520.2387696,982.5993365,1309.220703,-2356.861328
"(22, 204)",5722.144529,11,520.1949572,1339.642041,1940.980468,-2931.529297
"(23, 194)",5721.249999,11,520.1136363,1385.143135,1940.980468,-2750.650391
"(21, 127)",9354.757813,18,519.7087674,1387.570782,1498.791015,-4122.291016
"(39, 111)",7274.55078,14,519.61077,1252.485374,1622.941406,-2613.019532
"(13, 210)",8302.113283,16,518.8820802,948.1759852,1309.220703,-2297.929688
"(19, 156)",7782.222657,15,518.8148438,1231.779743,1487.53125,-3241.740234
"(19, 157)",7782.222657,15,518.8148438,1231.779743,1487.53125,-3241.740234
"(29, 101)",8815.535158,17,518.5608916,1356.972448,1861.570312,-3847.119141
"(19, 116)",9333.91211,18,518.5506728,1179.917751,1309.220703,-3159.359375
"(19, 117)",9333.91211,18,518.5506728,1179.917751,1309.220703,-3159.359375
"(16, 168)",7259.550781,14,518.5393415,1329.124399,1343.871093,-3485.109375
"(14, 228)",7777.400391,15,518.4933594,999.7292485,1309.220703,-2198.13086
"(32, 109)",9332.839843,18,518.4911024,1335.298295,1768.320312,-3951.230469
"(15, 108)",10368.68164,20,518.4340821,1008.256399,1396.179688,-2681.818359
"(33, 150)",6219.806644,12,518.3172203,1322.31003,1622.941406,-2909.380859
"(13, 238)",7773.169923,15,518.2113282,1076.41298,1309.220703,-2558.669922
"(13, 239)",7773.169923,15,518.2113282,1076.41298,1309.220703,-2558.669922
"(13, 240)",7773.169923,15,518.2113282,1076.41298,1309.220703,-2558.669922
"(13, 241)",7773.169923,15,518.2113282,1076.41298,1309.220703,-2558.669922
"(13, 242)",7773.169923,15,518.2113282,1076.41298,1309.220703,-2558.669922
"(13, 243)",7773.169923,15,518.2113282,1076.41298,1309.220703,-2558.669922
"(47, 186)",4663.298829,9,518.1443143,1284.529827,2395.949219,-2311.699218
"(16, 104)",10361.48047,20,518.0740235,1008.771161,1396.179688,-2681.818359
"(16, 135)",9325.185549,18,518.0658638,1181.420776,1309.220703,-3078.958984
"(12, 243)",7769.189455,15,517.9459637,1073.022033,1309.220703,-2558.669922
"(15, 228)",7769.150392,15,517.9433595,1058.844471,1309.220703,-2558.669922
"(13, 215)",8283.970705,16,517.7481691,966.7256617,1309.220703,-2297.929688
"(13, 216)",8283.970705,16,517.7481691,966.7256617,1309.220703,-2297.929688
"(15, 242)",7763.943361,15,517.5962241,1095.157108,1309.220703,-2931.529297
"(15, 243)",7763.943361,15,517.5962241,1095.157108,1309.220703,-2931.529297
"(15, 244)",7763.943361,15,517.5962241,1095.157108,1309.220703,-2931.529297
"(23, 147)",7763.388674,15,517.5592449,1396.00481,1940.980468,-3694.541015
"(35, 117)",7243.021484,14,517.3586774,1364.577331,1768.320312,-3249.898438
"(27, 106)",9828.152347,19,517.2711762,1318.237533,1861.570312,-3730.488281
"(23, 146)",7757.039064,15,517.1359376,1390.34688,1861.570312,-3805.970703
"(19, 238)",7239.873046,14,517.133789,1021.891991,1566.941406,-2457.619141
"(19, 136)",8272.283203,16,517.0177002,1304.325213,1498.791015,-3527.179688
"(36, 116)",6720.123045,13,516.9325419,1402.939559,1768.320312,-3249.898438
"(20, 216)",6203.140623,12,516.9283853,1296.725072,1940.980468,-2931.529297
"(15, 125)",9303.124999,18,516.8402777,987.461963,1396.179688,-2175.099609
"(17, 211)",7751.105467,15,516.7403645,1010.348991,1487.53125,-2198.13086
"(30, 100)",8783.417969,17,516.6716452,1382.757404,1861.570312,-3730.488281
"(13, 212)",8266.132814,16,516.6333009,947.7319939,1309.220703,-2297.929688
"(21, 143)",8265.021489,16,516.5638431,1285.345096,1487.53125,-3319.199219
"(19, 240)",7230.822264,14,516.4873046,1020.936628,1566.941406,-2516.810547
"(17, 216)",7746.392578,15,516.4261719,1058.430859,1487.53125,-2558.669922
"(18, 211)",6713.300781,13,516.4077524,1167.164782,1489.46875,-2558.669922
"(18, 212)",6713.300781,13,516.4077524,1167.164782,1489.46875,-2558.669922
"(14, 221)",8777.876956,17,516.3457033,961.5082181,1309.220703,-2356.861328
"(16, 237)",7228.79297,14,516.342355,1111.735451,1487.53125,-2931.529297
"(16, 238)",7228.79297,14,516.342355,1111.735451,1487.53125,-2931.529297
"(50, 182)",4646.425782,9,516.2695313,1266.476343,2395.949219,-2072.240234
"(16, 105)",10320.80078,20,516.0400391,1007.611095,1396.179688,-2681.818359
"(16, 106)",10320.80078,20,516.0400391,1007.611095,1396.179688,-2681.818359
"(49, 183)",4642.976563,9,515.8862848,1266.218931,2395.949219,-2181.660156
"(28, 104)",9283.562503,18,515.7534724,1357.201198,1861.570312,-3730.488281
"(14, 213)",8248.83008,16,515.55188,979.1525265,1309.220703,-2356.861328
"(14, 214)",8248.83008,16,515.55188,979.1525265,1309.220703,-2356.861328
"(14, 215)",8247.689455,16,515.4805909,979.1521746,1309.220703,-2356.861328
"(27, 107)",9794.093753,19,515.4786186,1318.295526,1861.570312,-3730.488281
"(37, 113)",6700.552733,13,515.4271333,1398.976168,1735.261718,-3249.898438
"(13, 217)",8244.878909,16,515.3049318,974.9643798,1309.220703,-2356.861328
"(16, 202)",7728.693359,15,515.2462239,1005.514812,1487.53125,-2356.861328
"(16, 203)",7728.693359,15,515.2462239,1005.514812,1487.53125,-2356.861328
"(19, 127)",9788.964843,19,515.2086759,1202.14708,1498.791015,-3220.61914
"(19, 149)",7727.722659,15,515.1815106,1340.121154,1487.53125,-3562.56836
"(21, 154)",7211.623048,14,515.115932,1406.221103,1487.53125,-3805.970703
"(18, 205)",7210.281249,14,515.0200892,1097.281653,1492.65039,-2356.861328
"(46, 195)",5662.675782,11,514.7887075,1167.53933,2620.308594,-2093.96875
"(37, 114)",6691.632811,13,514.7409855,1398.609966,1735.261718,-3249.898438
"(15, 106)",10293.19141,20,514.6595704,1006.965202,1396.179688,-2681.818359
"(15, 107)",10293.19141,20,514.6595704,1006.965202,1396.179688,-2681.818359
"(27, 110)",10291.15235,20,514.5576173,1315.480853,1861.570312,-4004.25
"(15, 113)",9776.513673,19,514.5533512,1046.687265,1396.179688,-2772.158203
"(34, 155)",5659.927736,11,514.5388851,1359.477283,1632.208985,-2737.890625
"(16, 134)",9257.005861,18,514.2781034,1190.724208,1309.220703,-3078.958984
"(34, 158)",6683.939453,13,514.1491887,1146.178464,1632.208985,-2579.160157
"(49, 189)",5654.898439,11,514.0816763,935.6983204,1816.669922,-1621.419921
"(14, 231)",7709.970705,15,513.998047,1077.038185,1309.220703,-2558.669922
"(14, 232)",7709.970705,15,513.998047,1077.038185,1309.220703,-2558.669922
"(14, 233)",7709.970705,15,513.998047,1077.038185,1309.220703,-2558.669922
"(16, 194)",7708.962892,15,513.9308595,1117.195646,1309.220703,-2934.808594
"(26, 106)",9244.785159,18,513.5991755,1298.579186,1487.53125,-3811.730469
"(15, 236)",8216.982423,16,513.5614014,1076.466482,1309.220703,-2739.548828
"(15, 150)",8216.701172,16,513.5438233,1175.520159,1309.220703,-2911.039063
"(18, 242)",7189.515623,14,513.5368302,1019.988314,1566.941406,-2457.619141
"(32, 103)",8727.816406,17,513.4009651,1430.376862,1940.980468,-4184.871094
"(24, 121)",8210.818361,16,513.1761476,1346.485954,1487.53125,-3630.369141
"(30, 124)",7696.124998,15,513.0749999,1415.012415,1940.980468,-3744.908204
"(17, 206)",7692.503906,15,512.8335937,1008.002792,1487.53125,-2356.861328
"(17, 207)",7692.503906,15,512.8335937,1008.002792,1487.53125,-2356.861328
"(27, 101)",8717.26758,17,512.7804459,1340.143391,1487.53125,-3804.041016
"(16, 241)",7177.365236,14,512.6689454,1144.968898,1487.53125,-2931.529297
"(16, 193)",7689.123048,15,512.6082032,1119.404892,1309.220703,-2934.808594
"(18, 146)",8201.472658,16,512.5920411,1284.836139,1428.330078,-3527.179688
"(18, 149)",8201.062501,16,512.5664063,1282.906668,1309.220703,-3527.179688
"(18, 153)",7684.283206,15,512.2855471,1321.080055,1487.53125,-3485.109375
"(18, 154)",7684.283206,15,512.2855471,1321.080055,1487.53125,-3485.109375
"(19, 125)",9728.892578,19,512.0469778,1199.257714,1377.451171,-3337.25
"(19, 115)",9210.621095,18,511.7011719,1147.048444,1309.220703,-3159.359375
"(31, 103)",9210.396486,18,511.6886937,1323.48335,1940.980468,-3760.880859
"(18, 145)",8185.832033,16,511.6145021,1285.648972,1428.330078,-3527.179688
"(18, 155)",7670.794924,15,511.3863283,1322.757521,1487.53125,-3485.109375
"(18, 156)",7670.794924,15,511.3863283,1322.757521,1487.53125,-3485.109375
"(22, 201)",5623.343747,11,511.2130679,1345.958451,1940.980468,-2931.529297
"(14, 229)",7667.531252,15,511.1687501,1076.963537,1309.220703,-2558.669922
"(14, 230)",7667.531252,15,511.1687501,1076.963537,1309.220703,-2558.669922
"(40, 108)",7152.640624,14,510.9029017,1358.915602,1622.941406,-3249.898438
"(16, 136)",9195.294924,18,510.849718,1184.293082,1309.220703,-3078.958984
"(16, 240)",7150.933595,14,510.7809711,1112.523647,1487.53125,-2931.529297
"(14, 156)",8170.693359,16,510.6683349,1179.609641,1309.220703,-2911.039063
"(11, 226)",8168.490235,16,510.5306397,969.6275105,1309.220703,-2297.929688
"(11, 227)",8168.490235,16,510.5306397,969.6275105,1309.220703,-2297.929688
"(11, 225)",8168.480469,16,510.5300293,969.6272015,1309.220703,-2297.929688
"(15, 155)",8168.46875,16,510.5292969,1208.828116,1309.220703,-3052.699219
"(15, 192)",7655.708985,15,510.380599,1193.654255,1309.220703,-3274.669922
"(14, 244)",8165.783204,16,510.3614503,1013.584315,1309.220703,-2739.548828
"(14, 245)",8165.783204,16,510.3614503,1013.584315,1309.220703,-2739.548828
"(59, 161)",4593.03711,9,510.3374567,1284.427203,2679.490234,-2072.240234
"(49, 191)",5611.177737,11,510.107067,936.8248126,1816.669922,-1621.419921
"(15, 126)",9690.683594,19,510.0359786,972.6450662,1396.179688,-2244.210938
"(19, 159)",7137.582033,14,509.8272881,1266.72733,1487.53125,-3241.740234
"(35, 120)",6627.482421,13,509.8063401,1417.801541,1768.320312,-3249.898438
"(21, 196)",6626.392576,13,509.7225058,1195.707656,1940.980468,-2558.669922
"(18, 209)",6624.562499,13,509.5817307,1169.573323,1489.46875,-2558.669922
"(12, 215)",8661.972656,17,509.5278033,922.6904122,1309.220703,-2297.929688
"(24, 143)",7132.199221,14,509.4428015,1452.470282,1940.980468,-3694.541015
"(13, 213)",8149.662111,16,509.3538819,963.95946,1309.220703,-2297.929688
"(13, 214)",8149.662111,16,509.3538819,963.95946,1309.220703,-2297.929688
"(19, 216)",6619.363281,13,509.1817908,1216.367459,1566.941406,-2931.529297
"(21, 197)",6617.472654,13,509.036358,1195.197504,1940.980468,-2558.669922
"(18, 144)",8144.082033,16,509.0051271,1290.669786,1428.330078,-3527.179688
"(15, 144)",8142.023438,16,508.8764649,1237.77528,1428.330078,-2978.839844
"(20, 219)",6102.890623,12,508.5742186,1280.396593,1940.980468,-2931.529297
"(19, 122)",9658.451172,19,508.3395354,1164.953066,1309.220703,-3195.589844
"(48, 191)",5591.320313,11,508.3018466,1077.882498,2131.449219,-1984.548828
"(13, 229)",8640.869142,17,508.2864201,974.3252363,1309.220703,-2356.861328
"(13, 228)",8640.859376,17,508.2858456,974.3249455,1309.220703,-2356.861328
"(13, 237)",7619.679688,15,507.9786459,1073.064602,1309.220703,-2558.669922
"(19, 165)",7110.835937,14,507.9168526,1384.085357,1487.53125,-3600.25
"(14, 227)",7618.669923,15,507.9113282,1028.844539,1309.220703,-2356.861328
"(16, 239)",7108.494142,14,507.7495816,1111.643152,1487.53125,-2931.529297
"(20, 220)",6092.830076,12,507.7358397,1279.960429,1940.980468,-2931.529297
"(34, 119)",7101.453124,14,507.2466517,1438.092051,1768.320312,-3623.06836
"(18, 152)",7606.824221,15,507.1216147,1336.753677,1487.53125,-3562.56836
"(27, 136)",7604.023437,15,506.9348958,1409.78021,1940.980468,-3574.210937
"(26, 112)",10133.60157,20,506.6800783,1310.90773,1861.570312,-4004.25
"(18, 240)",7091.425779,14,506.5304128,1017.017888,1566.941406,-2457.619141
"(18, 241)",7091.425779,14,506.5304128,1017.017888,1566.941406,-2457.619141
"(47, 196)",6078.287111,12,506.5239259,966.4290616,2305.529297,-1621.419921
"(34, 121)",6584.472656,13,506.4978966,1419.612942,1768.320312,-3249.898438
"(16, 141)",8610.054688,17,506.4738052,1217.848922,1309.220703,-2978.839844
"(59, 167)",5569.591796,11,506.3265269,1131.46308,2525.220703,-1995.808594
"(17, 210)",7592.374999,15,506.1583333,1039.14893,1487.53125,-2356.861328
"(39, 110)",7083.179687,14,505.9414062,1356.052051,1622.941406,-3249.898438
"(42, 183)",5059.320313,10,505.9320313,1305.834511,1883.990235,-2667.128906
"(17, 123)",9100.742188,18,505.5967882,1164.451008,1432.148438,-3159.359375
"(46, 194)",5561.457031,11,505.5870028,1102.83935,2188.708984,-2093.96875
"(12, 216)",8590.603516,17,505.3296186,923.1178386,1309.220703,-2297.929688
"(21, 202)",6569.18164,13,505.3216646,1233.941338,1940.980468,-2558.669922
"(12, 240)",7578.027346,15,505.2018231,1101.802499,1309.220703,-2717.40039
"(11, 224)",8588.011719,17,505.1771599,926.7758278,1309.220703,-2297.929688
"(34, 118)",7072.472655,14,505.1766182,1438.002574,1768.320312,-3623.06836
"(35, 116)",7072.472655,14,505.1766182,1438.002574,1768.320312,-3623.06836
"(35, 101)",8080.820312,16,505.0512695,1488.292638,1768.320312,-4242.771484
"(27, 100)",8585.857423,17,505.0504366,1346.346304,1487.53125,-3804.041016
"(15, 115)",9595.785157,19,505.0413241,1053.046798,1396.179688,-2772.158203
"(16, 125)",9089.544922,18,504.9747179,1166.152945,1432.148438,-3159.359375
"(33, 100)",8581.498048,17,504.7940028,1387.87352,1940.980468,-4031.441406
"(13, 234)",7571.519533,15,504.7679689,1108.040113,1309.220703,-2717.40039
"(18, 134)",8580.785157,17,504.7520681,1284.40894,1309.220703,-3494.380859
"(11, 231)",8073.560547,16,504.5975342,970.3910238,1309.220703,-2356.861328
"(33, 117)",7063.671874,14,504.547991,1408.802734,1768.320312,-3651.669922
"(33, 102)",7566.849609,15,504.4566406,1463.654102,1940.980468,-3949.101562
"(13, 225)",8573.779299,17,504.3399588,971.4142619,1309.220703,-2356.861328
"(13, 226)",8573.779299,17,504.3399588,971.4142619,1309.220703,-2356.861328
"(18, 235)",7060.195311,14,504.2996651,1030.981895,1566.941406,-2457.619141
"(11, 242)",7563.519533,15,504.2346355,1003.18375,1309.220703,-2356.861328
"(11, 243)",7563.519533,15,504.2346355,1003.18375,1309.220703,-2356.861328
"(15, 143)",8064.873048,16,504.0545655,1230.475622,1309.220703,-2978.839844
"(13, 227)",8564.728517,17,503.8075598,971.0405127,1309.220703,-2356.861328
"(14, 222)",8561.638674,17,503.6258044,957.7874292,1309.220703,-2356.861328
"(18, 234)",7050.39453,14,503.5996093,1030.521308,1566.941406,-2457.619141
"(32, 122)",7049.33203,14,503.5237164,1434.99556,1768.320312,-3651.669922
"(33, 104)",8055.488281,16,503.4680176,1418.450998,1768.320312,-3949.101562
"(18, 116)",9058.019532,18,503.2233073,1156.122677,1432.148438,-3159.359375
"(16, 188)",7547.867189,15,503.1911459,1233.059938,1309.220703,-3336.580078
"(15, 121)",9050.654298,18,502.8141277,959.8869773,1396.179688,-2175.099609
"(13, 244)",7542.181641,15,502.8121094,1073.37365,1309.220703,-2558.669922
"(13, 245)",7542.181641,15,502.8121094,1073.37365,1309.220703,-2558.669922
"(17, 137)",8545.845704,17,502.6968061,1285.897074,1309.220703,-3494.380859
"(51, 182)",4523.646484,9,502.6273871,1252.965857,2395.949219,-1984.548828
"(20, 201)",7035.861327,14,502.5615234,1148.89641,1566.941406,-2558.669922
"(32, 105)",9547.167969,19,502.4825247,1324.291668,1940.980468,-3949.101562
"(17, 246)",7033.93164,14,502.4236886,1009.306618,1487.53125,-2457.619141
"(15, 141)",8539.962892,17,502.3507584,1264.119691,1309.220703,-3352.720703
"(15, 116)",9544.312501,19,502.3322369,997.2004113,1396.179688,-2499.5
"(44, 174)",5022.441406,10,502.2441406,1338.33184,2148.490235,-2638.830078
"(15, 105)",10544.57031,21,502.1223959,985.9886807,1396.179688,-2681.818359
"(13, 236)",7531.080079,15,502.0720053,1070.199862,1309.220703,-2558.669922
"(15, 111)",9539.062502,19,502.0559212,1026.258842,1396.179688,-2681.818359
"(15, 159)",8032.179687,16,502.0112304,1200.071454,1309.220703,-3052.699219
"(26, 105)",8531.066409,17,501.8274358,1334.28974,1487.53125,-3811.730469
"(49, 185)",4515.017579,9,501.6686199,1224.137236,2395.949219,-1984.548828
"(49, 186)",4515.017579,9,501.6686199,1224.137236,2395.949219,-1984.548828
"(18, 232)",7018.052734,14,501.289481,1085.335929,1566.941406,-2629.109375
"(36, 118)",6511.062499,13,500.8509615,1413.746205,1768.320312,-3249.898438
"(18, 120)",9010.232422,18,500.5684679,1176.284479,1309.220703,-3159.359375
"(16, 200)",7506.324218,15,500.4216145,993.7667703,1350.121094,-2356.861328
"(11, 162)",9005.947267,18,500.3304037,962.1465368,1343.871093,-2233.460937
"(11, 163)",9005.947267,18,500.3304037,962.1465368,1343.871093,-2233.460937
"(14, 157)",8002.681641,16,500.1676026,1175.232904,1309.220703,-2911.039063
"(12, 170)",9002.791017,18,500.1550565,1125.219165,1343.871093,-2911.039063
"(15, 128)",9500.886719,19,500.0466694,967.3144391,1396.179688,-2244.210938
"(25, 104)",8499.08594,17,499.9462318,1247.848966,1487.53125,-3329.560547
"(20, 154)",7493.23047,15,499.548698,1291.601949,1487.53125,-3512.300781
"(15, 114)",9490.394532,19,499.4944491,1045.363642,1396.179688,-2772.158203
"(18, 125)",9489.292969,19,499.4364721,1173.080186,1377.451171,-3195.589844
"(43, 178)",4994.142578,10,499.4142578,1344.983989,2148.490235,-2667.128906
"(44, 175)",4994.142578,10,499.4142578,1344.983989,2148.490235,-2667.128906
"(44, 176)",4994.142578,10,499.4142578,1344.983989,2148.490235,-2667.128906
"(15, 157)",7990.429687,16,499.4018554,1205.427972,1309.220703,-3052.699219
"(15, 158)",7990.429687,16,499.4018554,1205.427972,1309.220703,-3052.699219
